Address,Area,Bedrooms,Bathrooms,Floors,Frontage,Access Road,House direction,Balcony direction,Legal status,Furniture state,Price
"Bình Tân, Hồ Chí Minh",64.0,5.0,6.0,6.0,False,,N/A,N/A,N/A,N/A,7700.0
"Gò Vấp, Hồ Chí Minh",39.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,5200.0
"Tân Phú, Hồ Chí Minh",25.0,2.0,2.0,5.0,False,,N/A,N/A,N/A,N/A,3000.0
"Quận 12, Hồ Chí Minh",75.0,4.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,4950.0
"Bắc Từ Liêm, Hà Nội",32.0,3.0,,6.0,False,,N/A,N/A,N/A,N/A,7200.0
"Quận 12, Hồ Chí Minh",51.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3900.0
"Đống Đa, Hà Nội",42.0,6.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,16000.0
"Bình Tân, Hồ Chí Minh",30.0,2.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,3388.0
"Bình Tân, Hồ Chí Minh",505.0,6.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,33000.0
"Đống Đa, Hà Nội",35.0,4.0,5.0,8.0,False,,N/A,N/A,N/A,N/A,11600.0
"Tân Bình, Hồ Chí Minh",24.0,2.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,3700.0
"Bình Tân, Hồ Chí Minh",63.0,5.0,6.0,5.0,False,,N/A,N/A,N/A,N/A,6600.0
"Biên Hòa, Đồng Nai",75.0,4.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,3600.0
"Quận 8, Hồ Chí Minh",100.0,9.0,9.0,5.0,True,,N/A,N/A,N/A,N/A,6500.0
"Gò Vấp, Hồ Chí Minh",36.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,5000.0
"Quận 8, Hồ Chí Minh",60.0,4.0,4.0,6.0,True,,N/A,N/A,N/A,N/A,10800.0
"Bắc Từ Liêm, Hà Nội",50.0,8.0,8.0,6.0,False,,N/A,N/A,N/A,N/A,7950.0
"Quận 8, Hồ Chí Minh",88.0,6.0,5.0,6.0,True,,N/A,N/A,N/A,N/A,7950.0
"Tân Phú, Hồ Chí Minh",70.0,4.0,,5.0,False,,N/A,N/A,N/A,N/A,6500.0
"Gò Vấp, Hồ Chí Minh",21.0,2.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,2400.0
"Quận 8, Hồ Chí Minh",120.0,6.0,5.0,5.0,True,,N/A,N/A,N/A,N/A,8199.0
"Bắc Từ Liêm, Hà Nội",85.0,6.0,6.0,6.0,False,,N/A,N/A,N/A,N/A,18000.0
"Quận 8, Hồ Chí Minh",86.0,4.0,4.0,5.0,True,,N/A,N/A,N/A,N/A,9000.0
"Tân Phú, Hồ Chí Minh",44.0,2.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,4900.0
"Quận 8, Hồ Chí Minh",100.0,5.0,5.0,5.0,True,,N/A,N/A,N/A,N/A,9700.0
"Hoàng Mai, Hà Nội",30.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,6600.0
"Quận 8, Hồ Chí Minh",65.0,3.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,6800.0
"Quận 8, Hồ Chí Minh",68.0,11.0,11.0,6.0,True,,N/A,N/A,N/A,N/A,11200.0
"Hoàng Mai, Hà Nội",65.0,18.0,,8.0,True,,N/A,N/A,N/A,N/A,14500.0
"Ba Đình, Hà Nội",34.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,7500.0
"Quận 1, Hồ Chí Minh",15.0,2.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,2500.0
"Vĩnh Cửu, Đồng Nai",90.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,2800.0
"Gò Vấp, Hồ Chí Minh",56.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,2250.0
"Gò Vấp, Hồ Chí Minh",41.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,4300.0
"Long Biên, Hà Nội",41.0,5.0,5.0,7.0,True,,N/A,N/A,N/A,N/A,11500.0
"Ba Đình, Hà Nội",33.0,1.0,1.0,2.0,False,,N/A,N/A,N/A,N/A,5000.0
"Hoàng Mai, Hà Nội",35.0,5.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,8450.0
"Quận 8, Hồ Chí Minh",60.0,4.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,4800.0
"Quận 10, Hồ Chí Minh",144.0,8.0,8.0,8.0,True,,N/A,N/A,N/A,N/A,58800.0
"Hoàng Mai, Hà Nội",100.0,,,8.0,True,,N/A,N/A,N/A,N/A,24900.0
"Ba Đình, Hà Nội",26.0,3.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,5900.0
"Hoàn Kiếm, Hà Nội",24.0,2.0,1.0,4.0,False,,N/A,N/A,N/A,N/A,4800.0
"Quận 1, Hồ Chí Minh",15.0,2.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,2500.0
"Thanh Xuân, Hà Nội",24.0,2.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,5200.0
"Đống Đa, Hà Nội",34.0,5.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,7900.0
"Hoàng Mai, Hà Nội",45.0,,,6.0,False,,N/A,N/A,N/A,N/A,12800.0
"Bắc Từ Liêm, Hà Nội",35.0,4.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,4700.0
"Thanh Xuân, Hà Nội",120.0,27.0,27.0,8.0,False,,N/A,N/A,N/A,N/A,30000.0
"Quận 8, Hồ Chí Minh",50.0,4.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,4300.0
"Hai Bà Trưng, Hà Nội",60.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,16500.0
"Quận 5, Hồ Chí Minh",96.0,5.0,5.0,6.0,True,,N/A,N/A,N/A,N/A,29990.0
"Quận 8, Hồ Chí Minh",40.0,3.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,4400.0
"Quận 8, Hồ Chí Minh",55.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,5900.0
"Phú Nhuận, Hồ Chí Minh",26.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,5250.0
"Quận 10, Hồ Chí Minh",58.0,2.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,6000.0
"Bắc Từ Liêm, Hà Nội",33.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,4700.0
"Bình Thạnh, Hồ Chí Minh",40.0,2.0,2.0,2.0,False,,N/A,N/A,N/A,N/A,4200.0
"Hoàng Mai, Hà Nội",77.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,9200.0
"Hai Bà Trưng, Hà Nội",60.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,16500.0
"Thanh Xuân, Hà Nội",65.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,21000.0
"Thanh Xuân, Hà Nội",49.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,9900.0
"Bình Tân, Hồ Chí Minh",64.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,5600.0
"Ba Đình, Hà Nội",48.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,37000.0
"Hoàng Mai, Hà Nội",37.0,4.0,3.0,6.0,True,,N/A,N/A,N/A,N/A,6900.0
"Ba Đình, Hà Nội",50.0,6.0,8.0,10.0,True,,N/A,N/A,N/A,N/A,32000.0
"Hà Đông, Hà Nội",32.0,3.0,4.0,6.0,True,,N/A,N/A,N/A,N/A,7400.0
"Hà Đông, Hà Nội",41.0,4.0,3.0,5.0,True,,N/A,N/A,N/A,N/A,5500.0
"Bình Tân, Hồ Chí Minh",120.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,7800.0
"Hà Đông, Hà Nội",33.0,5.0,5.0,6.0,True,,N/A,N/A,N/A,N/A,8700.0
"Thanh Xuân, Hà Nội",30.0,3.0,3.0,5.0,True,,N/A,N/A,N/A,N/A,6200.0
"Bình Chánh, Hồ Chí Minh",85.0,4.0,6.0,5.0,False,,N/A,N/A,N/A,N/A,7800.0
"Hoàn Kiếm, Hà Nội",20.0,3.0,3.0,4.0,True,,N/A,N/A,N/A,N/A,10000.0
"Quận 2, Hồ Chí Minh",75.0,5.0,5.0,4.0,True,,N/A,N/A,N/A,N/A,7800.0
"Gò Vấp, Hồ Chí Minh",178.0,18.0,19.0,6.0,False,,N/A,N/A,N/A,N/A,14900.0
"Quận 8, Hồ Chí Minh",120.0,6.0,5.0,5.0,True,,N/A,N/A,N/A,N/A,8200.0
"Đống Đa, Hà Nội",63.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,16900.0
"Quận 10, Hồ Chí Minh",35.0,2.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,6000.0
"Đống Đa, Hà Nội",48.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,17500.0
"Ba Đình, Hà Nội",38.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,7850.0
"Ba Đình, Hà Nội",35.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,8300.0
"Nhà Bè, Hồ Chí Minh",72.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,7490.0
"Quận 1, Hồ Chí Minh",36.0,6.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,7800.0
"Ba Đình, Hà Nội",35.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,8300.0
"Long Biên, Hà Nội",72.0,5.0,6.0,8.0,False,,N/A,N/A,N/A,N/A,17900.0
"Tân Phú, Hồ Chí Minh",71.0,2.0,,3.0,False,,N/A,N/A,N/A,N/A,6500.0
"Bình Tân, Hồ Chí Minh",31.0,3.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,3550.0
"Nam Từ Liêm, Hà Nội",36.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,6900.0
"Ba Đình, Hà Nội",120.0,4.0,4.0,4.0,False,,N/A,N/A,N/A,N/A,22500.0
"Bình Thạnh, Hồ Chí Minh",120.0,27.0,27.0,8.0,False,,N/A,N/A,N/A,N/A,35000.0
"Long Biên, Hà Nội",50.0,4.0,4.0,7.0,False,,N/A,N/A,N/A,N/A,12800.0
"Bắc Từ Liêm, Hà Nội",60.0,6.0,6.0,7.0,False,,N/A,N/A,N/A,N/A,12500.0
"Nam Từ Liêm, Hà Nội",99.0,22.0,22.0,8.0,False,,N/A,N/A,N/A,N/A,16900.0
"Quận 12, Hồ Chí Minh",100.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,4800.0
"Ba Đình, Hà Nội",31.0,3.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,5750.0
"Đống Đa, Hà Nội",58.0,16.0,16.0,8.0,False,,N/A,N/A,N/A,N/A,16800.0
"Hai Bà Trưng, Hà Nội",70.0,,,8.0,False,,N/A,N/A,N/A,N/A,22800.0
"Ba Đình, Hà Nội",57.0,6.0,7.0,6.0,False,,N/A,N/A,N/A,N/A,9500.0
"Ba Đình, Hà Nội",57.0,6.0,7.0,6.0,False,,N/A,N/A,N/A,N/A,9500.0
"Đống Đa, Hà Nội",42.0,,,6.0,False,,N/A,N/A,N/A,N/A,6800.0
"Quận 6, Hồ Chí Minh",72.0,3.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,7800.0
"Ba Đình, Hà Nội",40.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,8000.0
"Long Biên, Hà Nội",50.0,4.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,11500.0
"Hoàng Mai, Hà Nội",33.0,3.0,3.0,6.0,True,,N/A,N/A,N/A,N/A,5200.0
"Quận 8, Hồ Chí Minh",100.0,9.0,4.0,5.0,True,,N/A,N/A,N/A,N/A,6500.0
"Hoàng Mai, Hà Nội",96.0,3.0,3.0,5.0,True,,N/A,N/A,N/A,N/A,4800.0
"Hoàng Mai, Hà Nội",25.0,2.0,2.0,4.0,True,,N/A,N/A,N/A,N/A,4300.0
"Hoàng Mai, Hà Nội",43.0,,,7.0,False,,N/A,N/A,N/A,N/A,7200.0
"Long Biên, Hà Nội",60.0,4.0,4.0,7.0,False,,N/A,N/A,N/A,N/A,11750.0
"Quận 8, Hồ Chí Minh",36.0,6.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,4900.0
"Quận 8, Hồ Chí Minh",28.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,4000.0
"Đống Đa, Hà Nội",26.0,3.0,,5.0,False,,N/A,N/A,N/A,N/A,7500.0
"Quận 8, Hồ Chí Minh",35.0,3.0,3.0,3.0,True,,N/A,N/A,N/A,N/A,3800.0
"Ba Đình, Hà Nội",40.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,9000.0
"Hoàng Mai, Hà Nội",43.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,3300.0
"Bắc Từ Liêm, Hà Nội",45.0,9.0,,7.0,False,,N/A,N/A,N/A,N/A,9500.0
"Hoàng Mai, Hà Nội",31.0,3.0,3.0,5.0,True,,N/A,N/A,N/A,N/A,4900.0
"Ba Đình, Hà Nội",32.0,2.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,5860.0
"Quận 7, Hồ Chí Minh",56.0,5.0,4.0,5.0,True,,N/A,N/A,N/A,N/A,6800.0
"Quận 12, Hồ Chí Minh",45.0,1.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,2800.0
"Hoàng Mai, Hà Nội",20.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,1500.0
"Tân Phú, Hồ Chí Minh",130.0,16.0,9.0,4.0,True,,N/A,N/A,N/A,N/A,21200.0
"Quận 7, Hồ Chí Minh",70.0,15.0,16.0,10.0,False,,N/A,N/A,N/A,N/A,24500.0
"Hà Đông, Hà Nội",38.0,3.0,2.0,5.0,True,,N/A,N/A,N/A,N/A,4700.0
"Gò Vấp, Hồ Chí Minh",40.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3200.0
"Quận 7, Hồ Chí Minh",57.0,3.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,6500.0
"Đống Đa, Hà Nội",35.0,,,6.0,False,,N/A,N/A,N/A,N/A,6300.0
"Hoàng Mai, Hà Nội",17.0,1.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,1200.0
"Cầu Giấy, Hà Nội",47.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,8700.0
"Long Biên, Hà Nội",55.0,4.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,5000.0
"Cầu Giấy, Hà Nội",60.0,12.0,,9.0,False,,N/A,N/A,N/A,N/A,21500.0
"Tân Phú, Hồ Chí Minh",73.0,3.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,7300.0
"Gò Vấp, Hồ Chí Minh",24.0,3.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,3100.0
"Hoàng Mai, Hà Nội",17.0,1.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,1200.0
"Phú Nhuận, Hồ Chí Minh",36.0,3.0,2.0,5.0,False,,N/A,N/A,N/A,N/A,4600.0
"Long Biên, Hà Nội",36.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,5300.0
"Thanh Xuân, Hà Nội",60.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,14650.0
"Long Biên, Hà Nội",88.0,10.0,11.0,8.0,False,,N/A,N/A,N/A,N/A,23500.0
"Thanh Xuân, Hà Nội",86.0,11.0,12.0,8.0,False,,N/A,N/A,N/A,N/A,15000.0
"Đống Đa, Hà Nội",35.0,3.0,3.0,6.0,True,,N/A,N/A,N/A,N/A,5100.0
"Long Biên, Hà Nội",40.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,7500.0
"Ba Đình, Hà Nội",45.0,7.0,5.0,8.0,True,,N/A,N/A,N/A,N/A,32000.0
"Gò Vấp, Hồ Chí Minh",36.0,3.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,4450.0
"Long Biên, Hà Nội",50.0,,,7.0,False,,N/A,N/A,N/A,N/A,8200.0
"Ba Đình, Hà Nội",75.0,7.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,15000.0
"Đống Đa, Hà Nội",25.0,,,6.0,False,,N/A,N/A,N/A,N/A,6080.0
"Thanh Xuân, Hà Nội",28.0,3.0,2.0,4.0,True,,N/A,N/A,N/A,N/A,3600.0
"Hoàng Mai, Hà Nội",70.0,,,6.0,False,,N/A,N/A,N/A,N/A,24000.0
"Nam Từ Liêm, Hà Nội",54.0,11.0,11.0,8.0,False,,N/A,N/A,N/A,N/A,9000.0
"Sơn Trà, Đà Nẵng",100.0,18.0,18.0,9.0,False,,N/A,N/A,N/A,N/A,21000.0
"Thanh Xuân, Hà Nội",34.0,5.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,7500.0
"Quận 8, Hồ Chí Minh",28.0,2.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,4400.0
"Cầu Giấy, Hà Nội",46.0,,,7.0,False,,N/A,N/A,N/A,N/A,15900.0
"Thủ Đức, Hồ Chí Minh",48.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,5400.0
"Di Linh, Lâm Đồng",180.0,2.0,2.0,2.0,False,,N/A,N/A,N/A,N/A,1900.0
"Ba Đình, Hà Nội",83.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,35800.0
"Long Biên, Hà Nội",90.0,4.0,6.0,9.0,False,,N/A,N/A,N/A,N/A,26500.0
"Biên Hòa, Đồng Nai",86.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,500.0
"Thủ Đức, Hồ Chí Minh",90.0,4.0,5.0,5.0,True,,N/A,N/A,N/A,N/A,8900.0
"Thuận An, Bình Dương",85.0,,,2.0,False,,N/A,N/A,N/A,N/A,2660.0
"Hà Đông, Hà Nội",50.0,3.0,3.0,5.0,True,,N/A,N/A,N/A,N/A,12000.0
"Hoàng Mai, Hà Nội",46.0,4.0,4.0,7.0,False,,N/A,N/A,N/A,N/A,11500.0
"Thanh Xuân, Hà Nội",35.0,6.0,3.0,6.0,True,,N/A,N/A,N/A,N/A,7500.0
"Cầu Giấy, Hà Nội",52.0,8.0,2.0,6.0,False,,N/A,N/A,N/A,N/A,8600.0
"Hoàng Mai, Hà Nội",24.0,3.0,3.0,5.0,True,,N/A,N/A,N/A,N/A,5600.0
"Hoàng Mai, Hà Nội",45.0,6.0,3.0,6.0,True,,N/A,N/A,N/A,N/A,7200.0
"Quận 10, Hồ Chí Minh",37.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,9000.0
"Cầu Giấy, Hà Nội",40.0,4.0,3.0,6.0,False,,N/A,N/A,N/A,N/A,14500.0
"Ba Đình, Hà Nội",35.0,,,6.0,False,,N/A,N/A,N/A,N/A,6500.0
"Ba Đình, Hà Nội",45.0,2.0,2.0,2.0,True,,N/A,N/A,N/A,N/A,36000.0
"Hoàng Mai, Hà Nội",42.0,4.0,,5.0,False,,N/A,N/A,N/A,N/A,6250.0
"Quận 8, Hồ Chí Minh",75.0,9.0,9.0,4.0,False,,N/A,N/A,N/A,N/A,6200.0
"Bắc Từ Liêm, Hà Nội",33.0,,,6.0,False,,N/A,N/A,N/A,N/A,9500.0
"Gò Vấp, Hồ Chí Minh",79.0,7.0,8.0,4.0,False,,N/A,N/A,N/A,N/A,17000.0
"Tân Phú, Hồ Chí Minh",60.0,4.0,3.0,5.0,True,,N/A,N/A,N/A,N/A,8700.0
"Quận 8, Hồ Chí Minh",100.0,9.0,9.0,5.0,True,,N/A,N/A,N/A,N/A,6500.0
"Gò Vấp, Hồ Chí Minh",48.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,4190.0
"Thanh Xuân, Hà Nội",45.0,7.0,5.0,6.0,True,,N/A,N/A,N/A,N/A,10000.0
"Ba Đình, Hà Nội",45.0,,,6.0,False,,N/A,N/A,N/A,N/A,10600.0
"Hà Đông, Hà Nội",31.0,4.0,4.0,7.0,True,,N/A,N/A,N/A,N/A,6100.0
"Quận 12, Hồ Chí Minh",49.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3700.0
"Cầu Giấy, Hà Nội",51.0,6.0,5.0,7.0,False,,N/A,N/A,N/A,N/A,12500.0
"Bình Thạnh, Hồ Chí Minh",60.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,9990.0
"Bình Tân, Hồ Chí Minh",88.0,5.0,6.0,7.0,True,,N/A,N/A,N/A,N/A,13300.0
"Quận 12, Hồ Chí Minh",60.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3550.0
"Bình Tân, Hồ Chí Minh",45.0,3.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,4400.0
"Hoàng Mai, Hà Nội",40.0,,,5.0,False,,N/A,N/A,N/A,N/A,7500.0
"Tân Bình, Hồ Chí Minh",64.0,7.0,7.0,5.0,False,,N/A,N/A,N/A,N/A,13500.0
"Hoàng Mai, Hà Nội",55.0,5.0,5.0,8.0,False,,N/A,N/A,N/A,N/A,19900.0
"Phú Nhuận, Hồ Chí Minh",12.0,2.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,2280.0
"Cầu Giấy, Hà Nội",38.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,7500.0
"Đống Đa, Hà Nội",60.0,6.0,,6.0,True,,N/A,N/A,N/A,N/A,29000.0
"Gò Vấp, Hồ Chí Minh",36.0,2.0,2.0,3.0,True,,N/A,N/A,N/A,N/A,2600.0
"Quận 10, Hồ Chí Minh",45.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,12400.0
"Quận 12, Hồ Chí Minh",88.0,4.0,5.0,4.0,False,,N/A,N/A,N/A,N/A,7500.0
"Thanh Xuân, Hà Nội",34.0,,,6.0,False,,N/A,N/A,N/A,N/A,6250.0
"Phú Nhuận, Hồ Chí Minh",45.0,5.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,7350.0
"Quận 12, Hồ Chí Minh",120.0,4.0,4.0,5.0,True,,N/A,N/A,N/A,N/A,12500.0
"Bình Thạnh, Hồ Chí Minh",52.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,8500.0
"Thanh Xuân, Hà Nội",60.0,4.0,5.0,5.0,False,,N/A,N/A,N/A,N/A,14650.0
"Bình Tân, Hồ Chí Minh",54.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,6000.0
"Gò Vấp, Hồ Chí Minh",30.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3300.0
"Hoài Đức, Hà Nội",46.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,5000.0
"Hoàng Mai, Hà Nội",60.0,6.0,6.0,8.0,True,,N/A,N/A,N/A,N/A,15200.0
"Quận 12, Hồ Chí Minh",52.0,2.0,1.0,3.0,False,,N/A,N/A,N/A,N/A,3800.0
"Gò Vấp, Hồ Chí Minh",111.0,6.0,7.0,5.0,True,,N/A,N/A,N/A,N/A,11500.0
"Quận 10, Hồ Chí Minh",32.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,7800.0
"Bình Tân, Hồ Chí Minh",68.0,4.0,4.0,5.0,False,,N/A,N/A,N/A,N/A,7250.0
"Thanh Xuân, Hà Nội",52.0,10.0,12.0,8.0,False,,N/A,N/A,N/A,N/A,15900.0
"Tân Phú, Hồ Chí Minh",58.0,10.0,10.0,4.0,False,,N/A,N/A,N/A,N/A,5490.0
"Hai Bà Trưng, Hà Nội",37.0,,,6.0,False,,N/A,N/A,N/A,N/A,7600.0
"Quận 8, Hồ Chí Minh",50.0,5.0,5.0,6.0,True,,N/A,N/A,N/A,N/A,9800.0
"Bình Tân, Hồ Chí Minh",40.0,4.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,3990.0
"Bình Thạnh, Hồ Chí Minh",30.0,2.0,2.0,2.0,False,,N/A,N/A,N/A,N/A,4600.0
"Phú Nhuận, Hồ Chí Minh",12.0,2.0,2.0,4.0,False,,N/A,N/A,N/A,N/A,2280.0
"Nam Từ Liêm, Hà Nội",36.0,4.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,6300.0
"Hoàng Mai, Hà Nội",55.0,5.0,5.0,8.0,False,,N/A,N/A,N/A,N/A,19900.0
"Thanh Xuân, Hà Nội",61.0,5.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,18800.0
"Bình Tân, Hồ Chí Minh",21.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,2850.0
"Gò Vấp, Hồ Chí Minh",57.0,4.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,5300.0
"Sơn Trà, Đà Nẵng",70.0,7.0,7.0,6.0,False,,N/A,N/A,N/A,N/A,12490.0
"Bình Tân, Hồ Chí Minh",44.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3950.0
"Gò Vấp, Hồ Chí Minh",80.0,4.0,7.0,8.0,False,,N/A,N/A,N/A,N/A,13690.0
"Quận 9, Hồ Chí Minh",80.0,3.0,3.0,3.0,False,,N/A,N/A,N/A,N/A,4759.0
"Gò Vấp, Hồ Chí Minh",60.0,4.0,5.0,6.0,False,,N/A,N/A,N/A,N/A,6800.0
"Long Biên, Hà Nội",40.0,3.0,4.0,7.0,False,,N/A,N/A,N/A,N/A,7500.0
"Kim Bảng, Hà Nam",105.0,8.0,10.0,5.0,False,,N/A,N/A,N/A,N/A,8600.0
"Nam Từ Liêm, Hà Nội",30.0,3.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,6900.0
"Quận 3, Hồ Chí Minh",110.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,7500.0
"Tân Phú, Hồ Chí Minh",85.0,3.0,,2.0,False,,N/A,N/A,N/A,N/A,6000.0
"Quận 8, Hồ Chí Minh",68.0,11.0,11.0,6.0,True,,N/A,N/A,N/A,N/A,11200.0
"Cầu Giấy, Hà Nội",65.0,12.0,12.0,9.0,False,,N/A,N/A,N/A,N/A,20200.0
"Tây Hồ, Hà Nội",300.0,12.0,13.0,8.0,False,,N/A,N/A,N/A,N/A,79800.0
"Long Biên, Hà Nội",65.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,8300.0
"Cầu Giấy, Hà Nội",70.0,7.0,7.0,8.0,True,,N/A,N/A,N/A,N/A,41800.0
"Long Biên, Hà Nội",35.0,3.0,3.0,4.0,False,,N/A,N/A,N/A,N/A,2850.0
"Thanh Xuân, Hà Nội",46.0,,,6.0,False,,N/A,N/A,N/A,N/A,7200.0
"Long Biên, Hà Nội",65.0,3.0,3.0,5.0,False,,N/A,N/A,N/A,N/A,7950.0
"Long Biên, Hà Nội",40.0,4.0,4.0,6.0,False,,N/A,N/A,N/A,N/A,7100.0
"Nam Từ Liêm, Hà Nội",55.0,11.0,11.0,7.0,True,,N/A,N/A,N/A,N/A,12000.0
"Ba Đình, Hà Nội",34.0,,,5.0,False,,N/A,N/A,N/A,N/A,7500.0
"Gò Vấp, Hồ Chí Minh",28.0,2.0,2.0,3.0,False,,N/A,N/A,N/A,N/A,3450.0
"Ba Đình, Hà Nội",26.0,,,6.0,False,,N/A,N/A,N/A,N/A,5900.0
"Bắc Từ Liêm, Hà Nội",32.0,,,6.0,True,,N/A,N/A,N/A,N/A,6850.0
"Long Biên, Hà Nội",30.0,3.0,4.0,7.0,False,,N/A,N/A,N/A,N/A,6900.0
"Bắc Từ Liêm, Hà Nội",52.0,11.0,11.0,9.0,True,,N/A,N/A,N/A,N/A,14200.0
